nflverse_game_id,week,posteam,defteam,offense_personnel,offense_id,short_name,position_group,snaps
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0036358,C.Lamb,WR,43
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0036997,J.Williams,RB,37
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0037247,G.Pickens,WR,45
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0037666,J.Tolbert,WR,21
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0038041,J.Ferguson,TE,38
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0037801,K.Turpin,WR,26
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0038547,L.Schoonmaker,TE,5
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0038738,H.Luepke,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0039530,B.Spann-Ford,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0036358,C.Lamb,WR,4
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0036997,J.Williams,RB,3
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0037247,G.Pickens,WR,4
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0038041,J.Ferguson,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0038547,L.Schoonmaker,TE,4
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0036997,J.Williams,RB,2
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0037666,J.Tolbert,WR,2
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0038547,L.Schoonmaker,TE,3
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0038738,H.Luepke,RB,3
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0039530,B.Spann-Ford,TE,3
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0034844,S.Barkley,RB,24
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0034351,D.Goedert,TE,25
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0035676,A.Brown,WR,30
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0036912,D.Smith,WR,30
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0037741,J.Dotson,WR,28
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0034844,S.Barkley,RB,17
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0034351,D.Goedert,TE,15
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0035676,A.Brown,WR,20
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0036912,D.Smith,WR,21
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0037086,G.Calcaterra,TE,21
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0034844,S.Barkley,RB,8
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0034351,D.Goedert,TE,8
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0036912,D.Smith,WR,4
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0036876,K.Granson,TE,8
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0037086,G.Calcaterra,TE,8
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0039746,W.Shipley,RB,4
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0036358,C.Lamb,WR,4
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0036997,J.Williams,RB,3
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0037247,G.Pickens,WR,4
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0038547,L.Schoonmaker,TE,1
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0038738,H.Luepke,RB,4
2025_01_DAL_PHI,1,DAL,PHI,p_113,00-0035243,M.Sanders,RB,7
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0036997,J.Williams,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0037666,J.Tolbert,WR,1
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0038041,J.Ferguson,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0038547,L.Schoonmaker,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0039530,B.Spann-Ford,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0039530,B.Spann-Ford,TE,1
2025_01_DAL_PHI,1,PHI,DAL,p_131,00-0035676,A.Brown,WR,4
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0037086,G.Calcaterra,TE,5
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0039746,W.Shipley,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0035243,M.Sanders,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_122,00-0039530,B.Spann-Ford,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0035243,M.Sanders,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_131,00-0036358,C.Lamb,WR,1
2025_01_DAL_PHI,1,DAL,PHI,p_014,00-0036358,C.Lamb,WR,2
2025_01_DAL_PHI,1,DAL,PHI,p_014,00-0037801,K.Turpin,WR,2
2025_01_DAL_PHI,1,DAL,PHI,p_014,00-0037247,G.Pickens,WR,2
2025_01_DAL_PHI,1,DAL,PHI,p_014,00-0037666,J.Tolbert,WR,2
2025_01_DAL_PHI,1,DAL,PHI,p_014,00-0038041,J.Ferguson,TE,2
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0037614,J.Metchie,WR,1
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0036265,A.Dillon,RB,3
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0036876,K.Granson,TE,6
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0038041,J.Ferguson,TE,2
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0036358,C.Lamb,WR,1
2025_01_DAL_PHI,1,DAL,PHI,p_212,00-0035243,M.Sanders,RB,1
2025_01_DAL_PHI,1,DAL,PHI,p_221,00-0035243,M.Sanders,RB,1
2025_01_DAL_PHI,1,PHI,DAL,p_122,00-0040024,D.Cooper,WR,1
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0036265,A.Dillon,RB,2
2025_01_DAL_PHI,1,PHI,DAL,p_113,00-0040024,D.Cooper,WR,1
2025_01_KC_LAC,1,KC,LAC,p_113,00-0030506,T.Kelce,TE,35
2025_01_KC_LAC,1,KC,LAC,p_113,00-0033857,J.Smith-Schuster,WR,39
2025_01_KC_LAC,1,KC,LAC,p_113,00-0035662,M.Brown,WR,43
2025_01_KC_LAC,1,KC,LAC,p_113,00-0037197,I.Pacheco,RB,23
2025_01_KC_LAC,1,KC,LAC,p_113,00-0039894,X.Worthy,WR,2
2025_01_KC_LAC,1,KC,LAC,p_122,00-0030506,T.Kelce,TE,10
2025_01_KC_LAC,1,KC,LAC,p_122,00-0035662,M.Brown,WR,12
2025_01_KC_LAC,1,KC,LAC,p_122,00-0036637,N.Gray,TE,12
2025_01_KC_LAC,1,KC,LAC,p_122,00-0039894,X.Worthy,WR,1
2025_01_KC_LAC,1,KC,LAC,p_122,00-0040078,B.Smith,RB,2
2025_01_KC_LAC,1,KC,LAC,p_113,00-0033923,K.Hunt,RB,15
2025_01_KC_LAC,1,KC,LAC,p_113,00-0038104,T.Thornton,WR,39
2025_01_KC_LAC,1,LAC,KC,p_113,00-0030279,K.Allen,WR,30
2025_01_KC_LAC,1,LAC,KC,p_113,00-0034270,T.Conklin,TE,14
2025_01_KC_LAC,1,LAC,KC,p_113,00-0038544,Q.Johnston,WR,35
2025_01_KC_LAC,1,LAC,KC,p_113,00-0039915,L.McConkey,WR,38
2025_01_KC_LAC,1,LAC,KC,p_113,00-0040666,O.Hampton,RB,29
2025_01_KC_LAC,1,LAC,KC,p_113,00-0034159,W.Dissly,TE,24
2025_01_KC_LAC,1,LAC,KC,p_103,00-0030279,K.Allen,WR,5
2025_01_KC_LAC,1,LAC,KC,p_103,00-0038544,Q.Johnston,WR,5
2025_01_KC_LAC,1,LAC,KC,p_103,00-0039915,L.McConkey,WR,5
2025_01_KC_LAC,1,LAC,KC,p_103,00-0040666,O.Hampton,RB,5
2025_01_KC_LAC,1,LAC,KC,p_112,00-0034270,T.Conklin,TE,3
2025_01_KC_LAC,1,LAC,KC,p_112,00-0038544,Q.Johnston,WR,5
2025_01_KC_LAC,1,LAC,KC,p_112,00-0039915,L.McConkey,WR,6
2025_01_KC_LAC,1,LAC,KC,p_112,00-0040666,O.Hampton,RB,4
2025_01_KC_LAC,1,LAC,KC,p_112,00-0034159,W.Dissly,TE,3
2025_01_KC_LAC,1,KC,LAC,p_113,00-0036637,N.Gray,TE,8
2025_01_KC_LAC,1,KC,LAC,p_131,00-0030506,T.Kelce,TE,2
2025_01_KC_LAC,1,KC,LAC,p_131,00-0033857,J.Smith-Schuster,WR,1
2025_01_KC_LAC,1,KC,LAC,p_131,00-0033757,R.Tonyan,TE,2
2025_01_KC_LAC,1,KC,LAC,p_131,00-0036637,N.Gray,TE,2
2025_01_KC_LAC,1,KC,LAC,p_131,00-0037197,I.Pacheco,RB,2
2025_01_KC_LAC,1,KC,LAC,p_122,00-0033857,J.Smith-Schuster,WR,7
2025_01_KC_LAC,1,KC,LAC,p_113,00-0040078,B.Smith,RB,5
2025_01_KC_LAC,1,LAC,KC,p_113,00-0040184,K.Lambert-Smith,WR,3
2025_01_KC_LAC,1,LAC,KC,p_113,00-0038573,D.Davis,WR,6
2025_01_KC_LAC,1,KC,LAC,p_122,00-0033923,K.Hunt,RB,5
2025_01_KC_LAC,1,KC,LAC,p_122,00-0038104,T.Thornton,WR,3
2025_01_KC_LAC,1,LAC,KC,p_113,00-0037617,H.Haskins,RB,1
2025_01_KC_LAC,1,LAC,KC,p_111,00-0034270,T.Conklin,TE,1
2025_01_KC_LAC,1,LAC,KC,p_111,00-0040666,O.Hampton,RB,1
2025_01_KC_LAC,1,LAC,KC,p_111,00-0040184,K.Lambert-Smith,WR,1
2025_01_KC_LAC,1,LAC,KC,p_113,00-0036893,N.Harris,RB,8
2025_01_KC_LAC,1,LAC,KC,p_104,00-0030279,K.Allen,WR,5
2025_01_KC_LAC,1,LAC,KC,p_104,00-0036893,N.Harris,RB,2
2025_01_KC_LAC,1,LAC,KC,p_104,00-0038544,Q.Johnston,WR,5
2025_01_KC_LAC,1,LAC,KC,p_104,00-0039915,L.McConkey,WR,4
2025_01_KC_LAC,1,LAC,KC,p_104,00-0040184,K.Lambert-Smith,WR,2
2025_01_KC_LAC,1,KC,LAC,p_122,00-0037197,I.Pacheco,RB,5
2025_01_KC_LAC,1,KC,LAC,p_121,00-0030506,T.Kelce,TE,2
2025_01_KC_LAC,1,KC,LAC,p_121,00-0033857,J.Smith-Schuster,WR,1
2025_01_KC_LAC,1,KC,LAC,p_121,00-0033923,K.Hunt,RB,2
2025_01_KC_LAC,1,KC,LAC,p_121,00-0036637,N.Gray,TE,2
2025_01_KC_LAC,1,KC,LAC,p_122,00-0033757,R.Tonyan,TE,2
2025_01_KC_LAC,1,KC,LAC,p_113,00-0038519,N.Remigio,WR,1
2025_01_KC_LAC,1,KC,LAC,p_131,00-0038104,T.Thornton,WR,1
2025_01_KC_LAC,1,KC,LAC,p_121,00-0035662,M.Brown,WR,1
2025_01_KC_LAC,1,LAC,KC,p_104,00-0040666,O.Hampton,RB,3
2025_01_KC_LAC,1,LAC,KC,p_104,00-0040727,T.Harris,WR,3
2025_01_KC_LAC,1,LAC,KC,p_122,00-0034159,W.Dissly,TE,3
2025_01_KC_LAC,1,LAC,KC,p_122,00-0034270,T.Conklin,TE,3
2025_01_KC_LAC,1,LAC,KC,p_122,00-0038544,Q.Johnston,WR,3
2025_01_KC_LAC,1,LAC,KC,p_122,00-0038573,D.Davis,WR,1
2025_01_KC_LAC,1,LAC,KC,p_122,00-0040666,O.Hampton,RB,3
2025_01_KC_LAC,1,LAC,KC,p_104,00-0038573,D.Davis,WR,1
2025_01_KC_LAC,1,KC,LAC,p_113,00-0038492,J.Brownlee,WR,5
2025_01_KC_LAC,1,KC,LAC,p_230,00-0030506,T.Kelce,TE,1
2025_01_KC_LAC,1,KC,LAC,p_230,00-0033923,K.Hunt,RB,1
2025_01_KC_LAC,1,KC,LAC,p_230,00-0033757,R.Tonyan,TE,1
2025_01_KC_LAC,1,KC,LAC,p_230,00-0036637,N.Gray,TE,1
2025_01_KC_LAC,1,KC,LAC,p_230,00-0040078,B.Smith,RB,1
2025_01_KC_LAC,1,LAC,KC,p_121,00-0034159,W.Dissly,TE,4
2025_01_KC_LAC,1,LAC,KC,p_121,00-0034270,T.Conklin,TE,4
2025_01_KC_LAC,1,LAC,KC,p_121,00-0040666,O.Hampton,RB,4
2025_01_KC_LAC,1,LAC,KC,p_121,00-0040184,K.Lambert-Smith,WR,4
2025_01_KC_LAC,1,LAC,KC,p_112,00-0036893,N.Harris,RB,2
2025_01_KC_LAC,1,LAC,KC,p_112,00-0040184,K.Lambert-Smith,WR,1
2025_01_KC_LAC,1,LAC,KC,p_122,00-0039915,L.McConkey,WR,2
2025_01_KC_LAC,1,KC,LAC,p_122,00-0038492,J.Brownlee,WR,1
2025_01_KC_LAC,1,LAC,KC,p_113,00-0040727,T.Harris,WR,2
2025_01_TB_ATL,1,ATL,TB,p_212,00-0036970,K.Pitts,TE,1
2025_01_TB_ATL,1,ATL,TB,p_212,00-0037238,D.London,WR,5
2025_01_TB_ATL,1,ATL,TB,p_212,00-0037263,T.Allgeier,RB,5
2025_01_TB_ATL,1,ATL,TB,p_212,00-0038542,B.Robinson,RB,5
2025_01_TB_ATL,1,ATL,TB,p_212,00-0039394,C.Washington,WR,5
2025_01_TB_ATL,1,ATL,TB,p_122,00-0036429,C.Woerner,TE,14
2025_01_TB_ATL,1,ATL,TB,p_122,00-0036970,K.Pitts,TE,14
2025_01_TB_ATL,1,ATL,TB,p_122,00-0037238,D.London,WR,14
2025_01_TB_ATL,1,ATL,TB,p_122,00-0037263,T.Allgeier,RB,4
2025_01_TB_ATL,1,ATL,TB,p_122,00-0039394,C.Washington,WR,14
2025_01_TB_ATL,1,ATL,TB,p_122,00-0038542,B.Robinson,RB,10
2025_01_TB_ATL,1,TB,ATL,p_122,00-0031408,M.Evans,WR,10
2025_01_TB_ATL,1,TB,ATL,p_122,00-0038129,C.Otton,TE,5
2025_01_TB_ATL,1,TB,ATL,p_122,00-0039050,P.Durham,TE,11
2025_01_TB_ATL,1,TB,ATL,p_122,00-0039361,B.Irving,RB,10
2025_01_TB_ATL,1,TB,ATL,p_122,00-0040129,E.Egbuka,WR,10
2025_01_TB_ATL,1,TB,ATL,p_212,00-0031408,M.Evans,WR,2
2025_01_TB_ATL,1,TB,ATL,p_212,00-0037256,R.White,RB,2
2025_01_TB_ATL,1,TB,ATL,p_212,00-0038129,C.Otton,TE,2
2025_01_TB_ATL,1,TB,ATL,p_212,00-0039361,B.Irving,RB,2
2025_01_TB_ATL,1,TB,ATL,p_212,00-0040129,E.Egbuka,WR,2
2025_01_TB_ATL,1,TB,ATL,p_113,00-0031408,M.Evans,WR,35
2025_01_TB_ATL,1,TB,ATL,p_113,00-0032385,S.Shepard,WR,37
2025_01_TB_ATL,1,TB,ATL,p_113,00-0038129,C.Otton,TE,41
2025_01_TB_ATL,1,TB,ATL,p_113,00-0039361,B.Irving,RB,30
2025_01_TB_ATL,1,TB,ATL,p_113,00-0040129,E.Egbuka,WR,42
2025_01_TB_ATL,1,ATL,TB,p_113,00-0034407,R.McCloud,WR,54
2025_01_TB_ATL,1,ATL,TB,p_113,00-0036970,K.Pitts,TE,43
2025_01_TB_ATL,1,ATL,TB,p_113,00-0037238,D.London,WR,46
2025_01_TB_ATL,1,ATL,TB,p_113,00-0038542,B.Robinson,RB,46
2025_01_TB_ATL,1,ATL,TB,p_113,00-0039394,C.Washington,WR,53
2025_01_TB_ATL,1,ATL,TB,p_212,00-0036429,C.Woerner,TE,4
2025_01_TB_ATL,1,ATL,TB,p_113,00-0036429,C.Woerner,TE,11
2025_01_TB_ATL,1,ATL,TB,p_113,00-0037263,T.Allgeier,RB,8
2025_01_TB_ATL,1,TB,ATL,p_122,00-0037311,K.Kieft,TE,6
2025_01_TB_ATL,1,TB,ATL,p_113,00-0037256,R.White,RB,12
2025_01_TB_ATL,1,TB,ATL,p_113,00-0038824,R.Miller,WR,8
2025_01_TB_ATL,1,TB,ATL,p_113,00-0040237,T.Johnson,WR,7
2025_01_TB_ATL,1,TB,ATL,p_131,00-0031408,M.Evans,WR,1
2025_01_TB_ATL,1,TB,ATL,p_131,00-0038129,C.Otton,TE,1
2025_01_TB_ATL,1,TB,ATL,p_131,00-0037311,K.Kieft,TE,1
2025_01_TB_ATL,1,TB,ATL,p_131,00-0039050,P.Durham,TE,1
2025_01_TB_ATL,1,TB,ATL,p_131,00-0039361,B.Irving,RB,1
2025_01_TB_ATL,1,TB,ATL,p_113,00-0039050,P.Durham,TE,2
2025_01_TB_ATL,1,TB,ATL,p_113,00-0038951,S.Tucker,RB,1
2025_01_TB_ATL,1,TB,ATL,p_122,00-0038951,S.Tucker,RB,1
2025_01_TB_ATL,1,ATL,TB,p_131,00-0036429,C.Woerner,TE,1
2025_01_TB_ATL,1,ATL,TB,p_131,00-0036825,F.Franks,TE,1
2025_01_TB_ATL,1,ATL,TB,p_131,00-0037238,D.London,WR,1
2025_01_TB_ATL,1,ATL,TB,p_131,00-0037263,T.Allgeier,RB,1
2025_01_TB_ATL,1,ATL,TB,p_131,00-0037277,T.Quitoriano,TE,1
2025_01_TB_ATL,1,TB,ATL,p_122,00-0038824,R.Miller,WR,1
2025_01_TB_ATL,1,TB,ATL,p_122,00-0039589,K.Johnson,WR,1
2025_01_TB_ATL,1,ATL,TB,p_221,00-0036429,C.Woerner,TE,1
2025_01_TB_ATL,1,ATL,TB,p_221,00-0037238,D.London,WR,1
2025_01_TB_ATL,1,ATL,TB,p_221,00-0037263,T.Allgeier,RB,1
2025_01_TB_ATL,1,ATL,TB,p_221,00-0037277,T.Quitoriano,TE,1
2025_01_TB_ATL,1,ATL,TB,p_221,00-0038542,B.Robinson,RB,1
2025_01_TB_ATL,1,ATL,TB,p_113,00-0034854,K.Hodge,WR,8
2025_01_TB_ATL,1,ATL,TB,p_113,00-0035359,D.Sills,WR,1
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0035644,N.Fant,TE,15
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0035631,D.Sample,TE,18
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0036410,T.Higgins,WR,16
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0036900,J.Chase,WR,17
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0038597,C.Brown,RB,19
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0035631,D.Sample,TE,13
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0036410,T.Higgins,WR,25
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0036900,J.Chase,WR,27
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0038597,C.Brown,RB,15
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0038619,A.Iosivas,WR,26
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0034829,M.Gesicki,TE,7
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0038619,A.Iosivas,WR,5
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0035644,N.Fant,TE,6
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0033526,S.Perine,RB,12
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0038839,M.Tinsley,WR,2
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0038839,M.Tinsley,WR,3
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0033885,D.Njoku,TE,38
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0036407,J.Jeudy,WR,34
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0038979,C.Tillman,WR,35
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0040663,H.Fannin,TE,38
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0040162,D.Sampson,RB,23
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0040782,I.Bond,WR,7
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0033885,D.Njoku,TE,20
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0036407,J.Jeudy,WR,32
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0037267,J.Ford,RB,24
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0038979,C.Tillman,WR,32
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0039379,J.Thrash,WR,21
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0040663,H.Fannin,TE,12
2025_01_CIN_CLE,1,CLE,CIN,p_211,00-0033885,D.Njoku,TE,1
2025_01_CIN_CLE,1,CLE,CIN,p_211,00-0037267,J.Ford,RB,1
2025_01_CIN_CLE,1,CLE,CIN,p_211,00-0040466,R.Sanders,RB,1
2025_01_CIN_CLE,1,CLE,CIN,p_211,00-0040782,I.Bond,WR,1
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0040782,I.Bond,WR,11
2025_01_CIN_CLE,1,CLE,CIN,p_122,00-0037267,J.Ford,RB,15
2025_01_CIN_CLE,1,CLE,CIN,p_113,00-0040162,D.Sampson,RB,8
2025_01_CIN_CLE,1,CLE,CIN,p_120,00-0033885,D.Njoku,TE,2
2025_01_CIN_CLE,1,CLE,CIN,p_120,00-0040663,H.Fannin,TE,2
2025_01_CIN_CLE,1,CLE,CIN,p_120,00-0040466,R.Sanders,RB,2
2025_01_CIN_CLE,1,CIN,CLE,p_113,00-0034829,M.Gesicki,TE,8
2025_01_CIN_CLE,1,CIN,CLE,p_120,00-0035644,N.Fant,TE,1
2025_01_CIN_CLE,1,CIN,CLE,p_120,00-0035631,D.Sample,TE,1
2025_01_CIN_CLE,1,CIN,CLE,p_120,00-0038597,C.Brown,RB,1
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0033885,D.Njoku,TE,3
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0038710,B.Whiteheart,TE,3
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0040663,H.Fannin,TE,3
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0040162,D.Sampson,RB,2
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0040782,I.Bond,WR,2
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0036407,J.Jeudy,WR,1
2025_01_CIN_CLE,1,CLE,CIN,p_131,00-0037267,J.Ford,RB,1
2025_01_CIN_CLE,1,CIN,CLE,p_131,00-0034829,M.Gesicki,TE,1
2025_01_CIN_CLE,1,CIN,CLE,p_131,00-0035644,N.Fant,TE,1
2025_01_CIN_CLE,1,CIN,CLE,p_131,00-0035631,D.Sample,TE,1
2025_01_CIN_CLE,1,CIN,CLE,p_131,00-0036900,J.Chase,WR,1
2025_01_CIN_CLE,1,CIN,CLE,p_131,00-0038597,C.Brown,RB,1
2025_01_CIN_CLE,1,CIN,CLE,p_122,00-0033526,S.Perine,RB,1
2025_01_CIN_CLE,1,CIN,CLE,p_121,00-0035644,N.Fant,TE,3
2025_01_CIN_CLE,1,CIN,CLE,p_121,00-0035631,D.Sample,TE,3
2025_01_CIN_CLE,1,CIN,CLE,p_121,00-0038597,C.Brown,RB,3
2025_01_CIN_CLE,1,CIN,CLE,p_121,00-0038619,A.Iosivas,WR,3
2025_01_MIA_IND,1,IND,MIA,p_122,00-0033217,M.Alie-Cox,TE,19
2025_01_MIA_IND,1,IND,MIA,p_122,00-0036252,M.Pittman,WR,18
2025_01_MIA_IND,1,IND,MIA,p_122,00-0036223,J.Taylor,RB,16
2025_01_MIA_IND,1,IND,MIA,p_122,00-0037664,A.Pierce,WR,14
2025_01_MIA_IND,1,IND,MIA,p_122,00-0040128,T.Warren,TE,10
2025_01_MIA_IND,1,IND,MIA,p_122,00-0037292,A.Ogletree,TE,15
2025_01_MIA_IND,1,IND,MIA,p_113,00-0036252,M.Pittman,WR,40
2025_01_MIA_IND,1,IND,MIA,p_113,00-0036223,J.Taylor,RB,28
2025_01_MIA_IND,1,IND,MIA,p_113,00-0037664,A.Pierce,WR,37
2025_01_MIA_IND,1,IND,MIA,p_113,00-0038997,J.Downs,WR,36
2025_01_MIA_IND,1,IND,MIA,p_113,00-0040128,T.Warren,TE,33
2025_01_MIA_IND,1,IND,MIA,p_131,00-0033217,M.Alie-Cox,TE,8
2025_01_MIA_IND,1,IND,MIA,p_131,00-0036223,J.Taylor,RB,7
2025_01_MIA_IND,1,IND,MIA,p_131,00-0037664,A.Pierce,WR,5
2025_01_MIA_IND,1,IND,MIA,p_131,00-0037292,A.Ogletree,TE,8
2025_01_MIA_IND,1,IND,MIA,p_131,00-0040128,T.Warren,TE,8
2025_01_MIA_IND,1,IND,MIA,p_131,00-0039890,A.Mitchell,WR,2
2025_01_MIA_IND,1,MIA,IND,p_212,00-0033040,T.Hill,WR,9
2025_01_MIA_IND,1,MIA,IND,p_212,00-0035125,A.Ingold,RB,10
2025_01_MIA_IND,1,MIA,IND,p_212,00-0036613,J.Waddle,WR,9
2025_01_MIA_IND,1,MIA,IND,p_212,00-0039040,D.Achane,RB,10
2025_01_MIA_IND,1,MIA,IND,p_212,00-0038720,J.Hill,TE,9
2025_01_MIA_IND,1,MIA,IND,p_113,00-0033040,T.Hill,WR,14
2025_01_MIA_IND,1,MIA,IND,p_113,00-0036613,J.Waddle,WR,16
2025_01_MIA_IND,1,MIA,IND,p_113,00-0039040,D.Achane,RB,19
2025_01_MIA_IND,1,MIA,IND,p_113,00-0038720,J.Hill,TE,10
2025_01_MIA_IND,1,MIA,IND,p_113,00-0039880,M.Washington,WR,28
2025_01_MIA_IND,1,IND,MIA,p_113,00-0035021,A.Dulin,WR,6
2025_01_MIA_IND,1,IND,MIA,p_121,00-0033217,M.Alie-Cox,TE,1
2025_01_MIA_IND,1,IND,MIA,p_121,00-0036223,J.Taylor,RB,1
2025_01_MIA_IND,1,IND,MIA,p_121,00-0037664,A.Pierce,WR,1
2025_01_MIA_IND,1,IND,MIA,p_121,00-0040128,T.Warren,TE,1
2025_01_MIA_IND,1,IND,MIA,p_113,00-0039890,A.Mitchell,WR,4
2025_01_MIA_IND,1,IND,MIA,p_113,00-0033217,M.Alie-Cox,TE,4
2025_01_MIA_IND,1,IND,MIA,p_122,00-0039890,A.Mitchell,WR,8
2025_01_MIA_IND,1,IND,MIA,p_113,00-0037292,A.Ogletree,TE,4
2025_01_MIA_IND,1,MIA,IND,p_122,00-0033040,T.Hill,WR,5
2025_01_MIA_IND,1,MIA,IND,p_122,00-0036182,N.Westbrook-Ikhine,WR,2
2025_01_MIA_IND,1,MIA,IND,p_122,00-0037348,T.Conner,TE,5
2025_01_MIA_IND,1,MIA,IND,p_122,00-0039040,D.Achane,RB,5
2025_01_MIA_IND,1,MIA,IND,p_122,00-0038720,J.Hill,TE,5
2025_01_MIA_IND,1,MIA,IND,p_113,00-0034115,J.Wilson,RB,1
2025_01_MIA_IND,1,MIA,IND,p_113,00-0037348,T.Conner,TE,19
2025_01_MIA_IND,1,MIA,IND,p_212,00-0037348,T.Conner,TE,1
2025_01_MIA_IND,1,MIA,IND,p_113,00-0036182,N.Westbrook-Ikhine,WR,17
2025_01_MIA_IND,1,MIA,IND,p_122,00-0036613,J.Waddle,WR,3
2025_01_MIA_IND,1,MIA,IND,p_221,00-0035125,A.Ingold,RB,3
2025_01_MIA_IND,1,MIA,IND,p_221,00-0036613,J.Waddle,WR,2
2025_01_MIA_IND,1,MIA,IND,p_221,00-0037348,T.Conner,TE,3
