nflverse_game_id,week,posteam,defteam,p_245,p_344,p_434,p_335,p_524,p_236,p_146,p_254,p_155,p_425,p_416,p_137,p_326,p_443,p_452,p_641,p_632,p_533,p_424,p_334,p_325,p_235,p_056,p_047,p_551,p_623,p_515,p_227,p_145,p_614,p_353,p_317,p_542,p_164,p_461,p_046,p_038,p_044,p_415,p_065,p_218,p_316,p_154,p_244,p_343,p_506,p_042,p_136,p_037,p_433,p_731,p_034,p_514,p_532,p_043,p_560,p_130,p_123,p_233,p_045
2025_02_CLE_BAL,2,CLE,BAL,-13.479013010789803,0,0,0,0,-6.99991162493825,0,0,0,0,0,0,0,0.7308576975483447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_CLE_BAL,2,BAL,CLE,0,0,-1.5647828981163912,0,3.9937466795672663,0,0,0,0,3.4265833942830115,-0.6719003062364379,0,0,-0.08844686829252169,0,0,-0.21710452280240133,0.29323983407812193,0,0,0,0,0,0,0,0,0.04758973541902378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_JAX_CIN,2,JAX,CIN,0,3.325769038288854,0,-2.723487046497627,0,-0.2287951585603878,0,0,0,2.3404581897775643,0,0,3.3574908387875833,0,0,0,0,0,0.43012283445568755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_JAX_CIN,2,CIN,JAX,0,0,0.9060516343452036,0,0,0,0,0,0,2.1524235090224155,-0.48333412923966534,0,-1.3513130963547155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_NYG_DAL,2,NYG,DAL,-0.028379478317219764,5.350804390036501,0.5486820857040584,9.91460884839957,0,0,0,-0.7407687436789274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_NYG_DAL,2,DAL,NYG,1.4882424063855675,-2.402911091892747,4.640670219261665,-3.33891898219008,0,2.624361957219662,8.707665387920311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2770105695235543,0,0,0,3.2868063845089637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_CHI_DET,2,DET,CHI,0,0,9.510969531227602,0,0,0,0,0,0,12.360183890007795,2.3085748631856404,0,1.3845881628803909,0,0,0,0,0,0,0,0,0,0,0,0,-1.8153810335788876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_CHI_DET,2,CHI,DET,-1.2861576941795647,-1.0463649953599088,-0.9237569946271833,-3.276094290049514,0,0,0,0,0,-5.193306885194033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_NE_MIA,2,NE,MIA,13.647776377768112,2.979322128579952,0,0,0,0,0,0.5068674493813887,-0.679934199899435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_NE_MIA,2,MIA,NE,7.355656341118825,0,0,0,0,-2.9744973003398627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1951402299455367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_SF_NO,2,NO,SF,0,0,0,0,0,0,0,0,0,-5.641204229881186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9607728574774228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_SF_NO,2,SF,NO,0.3430605074390769,2.845087776891887,-3.5394751397543587,11.531186718863905,-1.1273587157484144,0,0,0,0,0.06744685105513781,0,0,-4.055371151305735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_BUF_NYJ,2,NYJ,BUF,0.14733849488896267,-5.69303702225443,0,-7.1148917832178995,0,-1.0664911470375955,-0.9191832444630563,0.7659722606185824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_BUF_NYJ,2,BUF,NYJ,0,0,6.398517340116719,0,0,0,0,0,0,9.982099731193566,0,0,0,0,0,0,0,0,0,0,-0.4236639125738293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_SEA_PIT,2,SEA,PIT,7.8718734666734695,-2.040378136676736,0,0,0,0,0,0,4.305276671773754,0,0,0,0,1.736983742506709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.821159911924042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_SEA_PIT,2,PIT,SEA,2.884392484847922,-0.16940360667649657,-0.3621321840910241,-10.596388653326294,0,1.5954670247156173,0,0,0,-1.6659323223866522,0,0,-2.3962544750287593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_LA_TEN,2,TEN,LA,-9.49891080148518,-0.2292800871655345,4.24707397154998,-2.479935762414243,0,1.702835702983807,0,0,0,0,0,0,-1.3926525328192159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_LA_TEN,2,LA,TEN,1.4955959152430296,0,5.745412837975891,13.518084611054427,0,0,0,0,0,0,0,0,-0.24071415414800867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_CAR_ARI,2,CAR,ARI,-5.288077434894381,1.5661647425731644,0,2.1015133039909415,0,11.433068150188774,0,0,-5.773615391924977,0,0,0,0,-0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_CAR_ARI,2,ARI,CAR,-2.6816833636257797,2.380015160830226,0,0,0,0,-0.45397048127392337,0,3.74914110644022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6470317634521052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_DEN_IND,2,IND,DEN,7.255690121584726,-2.510605349962134,0,4.592081576556666,0,-0.41159561111049525,0,0,0,0,0,0,0,0.4635682557418477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_DEN_IND,2,DEN,IND,0,0,0,0,0.6226484892540611,0,0,0,0,10.269675884454045,-0.7583143194206059,0,2.8373980387315227,0,0,0.5171892014914192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_PHI_KC,2,PHI,KC,0,-1.8936270885169506,4.306515512813348,-4.655725473411071,0,0,0,0,0,1.690908131247852,-0.5316978313494474,0,0,0,0,0,0,2.7522369027137756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7537077511660755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_PHI_KC,2,KC,PHI,-2.6161035794066265,-5.083547070273198,0.2705609875265509,2.6279396026476,0,1.2071478964644484,0,0,0,0,0,0,-2.825637910381645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_ATL_MIN,2,ATL,MIN,1.6157673803390935,-2.0233110410679913,0,0.363243124098517,0,-1.9713709153760746,0,-0.21463035303168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_ATL_MIN,2,MIN,ATL,1.625783797353506,-0.4686964952852577,-0.42388433404266834,-18.76548487679515,0,0,0,0,0,-5.05511995940941,0,0,0,0,0,0,0,0,0,0,0,1.5517639311146922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_LAC_LV,2,LV,LAC,-14.549198766879272,-1.5431991895893589,0,3.3904119773651473,0,-5.801554559380747,-9.929610725852974,0,4.130548995919526,0,0,0,0.08505635126493871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_LAC_LV,2,LAC,LV,0,0,-6.1042886782379355,0,0,0,0,0,0,6.500928318429553,-0.21526695229113102,0,0,0,0,0,0,0.46206769335549325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8942789974162006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_TB_HOU,2,HOU,TB,2.2716556097564236,-4.5969211283372715,0,-1.6202873159199953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_02_TB_HOU,2,TB,HOU,0,0,5.044041124871001,0,0.6686438302276656,0,0,0,0,6.456258509549957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_MIA_BUF,3,MIA,BUF,-1.7680658692261204,-3.0630160983419046,0,-3.153431070735678,0,0,0,0.7058980979491025,0,0,0,0,9.344893385190517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_MIA_BUF,3,BUF,MIA,15.555926107922621,1.8822250131051987,0,0,0,0,0,3.1791719981857582,-3.257441508350894,0,0,0,0,-1.7012507479521446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
