nflverse_game_id,week,posteam,defteam,p_113,p_122,p_221,p_131,p_212,p_014,p_103,p_112,p_111,p_104,p_121,p_230,p_211,p_120,p_023,p_130,p_140,p_123,p_114,p_203,p_220,p_234,p_032,p_102,p_202,p_132,p_041,p_311,p_005,p_141,p_031,p_020,p_320,p_010,p_110,p_022,p_213,p_001,p_101,p_301,p_040
2025_03_NO_SEA,3,SEA,NO,3.439300258644149,5.998621265986003,-3.274669943959452,-2.0646382842678577,2.3166356270667166,0,0,-0.4508731198729947,0,0,0,0,0,0,0.874463502044111,0,0,0,0,-1.1856394279748201,0.6201973793213256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_DAL_CHI,3,CHI,DAL,7.3020627024059825,6.826799281057902,0,1.8453221474774182,0,-1.119488004827872,0,0,0,0,-0.5575891805347055,0,0,0,0.9104871936724521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_DAL_CHI,3,DAL,CHI,-2.8642549495256406,1.212641620368231,0.4335045461775735,0,-0.6302039972506464,0.03638322604820132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3136480103712529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_ARI_SF,3,ARI,SF,-2.442555836531488,1.2225844332424458,0,0.4901840368984267,0,0,0,-0.8039565202780068,0,0,1.368905765004456,0,2.432199670933187,0.7149215021927375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_ARI_SF,3,SF,ARI,-3.404231138855756,-1.1398955245385878,0,0,-0.08066460757981986,0,0,0,0,0,0,-1.1143408851348795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_KC_NYG,3,NYG,KC,-7.715978638269007,-0.7265945513089869,0,0,-0.3242715129163116,-0.2681461879401468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_KC_NYG,3,KC,NYG,16.03534540575362,-3.0487564918033807,0,-2.8804311618441716,2.3719286165433004,0,0,0,0,0,-0.6541503223124892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_DET_BAL,3,DET,BAL,16.319892477995808,4.769284395035356,0,3.7848592473892495,-0.6394460300216451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_03_DET_BAL,3,BAL,DET,9.214050976654814,-4.0605577145761345,0,3.20143529138295,0,0,0,0,0,0,0,0,0,0,0,-2.8853042007249314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_SEA_ARI,4,ARI,SEA,-0.10834650495691955,-3.6370837753638625,0,-0.29066172358579934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_SEA_ARI,4,SEA,ARI,8.00074231038441,4.461317924105627,0.5908065579424147,-3.65802230394911,-1.00274097424699,0,0,0,0,0,0,0,0,0,-0.7611013939604163,0,0,0,0,0,-0.6037836271279957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_MIN_PIT,4,PIT,MIN,6.508908613934182,2.3882148634947393,0.8360161200980656,-1.1575027198996395,-1.7476778489071876,0,0,3.4579757169121876,0,0,-0.635541335970629,0,0.4843466109596193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_MIN_PIT,4,MIN,PIT,-4.052687576711616,6.3465999127947725,0,0.3799013781826943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_WAS_ATL,4,ATL,WAS,10.33512827171944,8.510912362646426,0,0,-1.60804734879639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_WAS_ATL,4,WAS,ATL,6.744626196548428,2.371576063276734,-0.3381131772766821,-0.4814723082818091,-1.729694111389108,0,0,2.534309960436076,0,0,-0.3266661469386891,0,0,0,0,0,0,0,0,0,0,0,0.788208253448829,-1.6578776902751997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_NO_BUF,4,BUF,NO,3.187438275114119,-0.034572405042126775,0.48920279706362635,-0.09575742454035208,5.5816503841779195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_NO_BUF,4,NO,BUF,-12.232464207089102,8.108059007674456,1.2742875411640853,-1.911723853845615,-0.4758628713898361,0,0,0,0,0.5070105178747326,0,0,0,0,0,-0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CLE_DET,4,DET,CLE,-3.92520335819035,-4.292258919769665,-0.2539994176477194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CLE_DET,4,CLE,DET,-10.227838357622062,-13.53158328045071,0,-1.0245721186511219,0,0,0,2.171129833208397,0,0,0,0,0,0.4781388364499435,-0.1455159867182374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_TEN_HOU,4,TEN,HOU,-17.911955181597314,2.0855870831056844,0,0,0,0,0,-0.5578045300208032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_TEN_HOU,4,HOU,TEN,10.936234425193295,-4.236002139979973,0,0,0,0,0,2.0401364596327767,0,0,0,0,-1.8161323452368379,0,0,0,0,0,0,0,0,0,0,0,-0.3729310242924839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CAR_NE,4,CAR,NE,-4.6162203820834256,2.5260459713172168,1.709202287485823,1.201036877115257,-0.4030232458608225,0,0,0,0,0,-2.511954756162595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CAR_NE,4,NE,CAR,10.96500492026098,1.7254555534163956,0,0,4.017153255059384,0,0,0,0,0,-1.005709489574656,0,0,0,0,0.6260867821692955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_LAC_NYG,4,LAC,NYG,6.2146262591151515,0,0,-7.87802509724861,0,0,-0.4212426214944571,-0.42197897541336715,0,-4.617932899214793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_LAC_NYG,4,NYG,LAC,-2.0058011968021763,-3.536697798583191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_PHI_TB,4,TB,PHI,-9.186246796122031,0.78291041508782655,0,0,-0.20224536745809019,0,0,0,0,0.33959426637738943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_PHI_TB,4,PHI,TB,0.5237900710106129,2.034007244568784,0,-2.191031416412443,-2.700950227677822,0,0,0,0,0,0,0,0,0,0,-1.951239154965151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_IND_LA,4,IND,LA,-10.560635577376653,-0.033900397131219506,0,2.2166128917597234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_IND_LA,4,LA,IND,4.629272042979637,-3.2120338464155793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_JAX_SF,4,SF,JAX,6.200449958846267,-8.824546381481923,-2.5376491022179835,0,1.5977162662311457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_JAX_SF,4,JAX,SF,-3.1124758259393275,4.799951121545862,0,0.11600151238963008,1.0634384013246745,0,0,2.278821293890466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5764837530441582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_BAL_KC,4,BAL,KC,-9.543746996459523,6.0702998492924305,0,-0.4730738341459073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_BAL_KC,4,KC,BAL,13.473528017876783,-1.5417497091984842,0,1.1154241272015497,-1.3162977052270435,0,0,1.9075825311010703,1.749325268319808,0,-0.46650044014677405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CHI_LV,4,CHI,LV,3.3125645556181644,-8.537395960767753,0,-0.4242564566084184,0,-2.4398604903835803,0,0,0,0,0,0,0,0,-0.7620680085383356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CHI_LV,4,LV,CHI,-1.9082057397681873,-7.807993713999167,0,0,0,0,0,0,0,0,-0.2675974068697542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_GB_DAL,4,GB,DAL,24.663499134792907,2.63159431272652,0,-1.1553672479349189,3.4028072389482986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_GB_DAL,4,DAL,GB,18.35839241167015,2.0959687771101017,-0.3393838405027054,0.4973336216935422,3.1319134967634454,0,0,0,0,0,0,-0.7812079754367005,0.19163577910512686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_NYJ_MIA,4,MIA,NYJ,1.0978981720131795,-0.7205846598371863,6.213254399423022,0,0.5518391720252112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_NYJ_MIA,4,NYJ,MIA,-0.9501247107723938,10.4792480980251,0,0,-1.0023730883840472,0,0,-0.6132524097338319,0,0,1.5341440419433638,0,-2.9444811653811485,0,0,0,0,0,0,0,0,0.13688082748558372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CIN_DEN,4,CIN,DEN,-8.112892839945413,-0.18625288759358227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0493446823675185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_04_CIN_DEN,4,DEN,CIN,9.583872209361289,5.086871686275117,0,0.7942282506846823,1.4514197362586856,2.6186427845968865,0,-1.1511020176112652,0,0,-2.3431143485940993,0,1.434440276119858,0,0,-1.3977175182080828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_SF_LA,5,SF,LA,2.985543171974318,-0.9176727409358136,-5.028782330977265,0,14.124967535724863,0,0,0,0,0,0,-0.3932538193766959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_SF_LA,5,LA,SF,6.427516257500068,0.1446039430447854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_MIN_CLE,5,CLE,MIN,-1.7474142195424065,-0.385170990251936,0,-3.940369969524909,0.8681404141243547,0,0,0,0.6083023368264548,0,1.5284813670441508,0,0,0,-0.10038264212216408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_MIN_CLE,5,MIN,CLE,12.076431940524554,-5.401862054946832,0,0,-1.4323993418365717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_HOU_BAL,5,HOU,BAL,22.27063305887079,0.23633478907868266,0,0,-0.36698291543871164,0,0.9971863214159384,-0.20972172124311328,0,0,0,0,0.8692530958393156,0,0,0,0,0,0,0,-0.9383421285601798,0,0,0,0.5226726366672665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_HOU_BAL,5,BAL,HOU,-3.9875328943890054,-12.416156186574137,0,2.4688476182636805,-0.04848842293722555,0,0,0,0,0,0,0,0,0,0,0,0.7245082195149735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_MIA_CAR,5,MIA,CAR,-4.044054498139303,3.7624840706479965,6.811786536127329,0,-2.89130845409818,0,0,0,0,0,0,1.1599747975124046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_MIA_CAR,5,CAR,MIA,12.575746927963337,-2.161162717937259,0.9381972190458328,-0.15919276792556047,-0.18062456278130412,0.22625063953866054,0,0,0,-1.992111999719083,0,0,0,0,0,1.3655236600898206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_LV_IND,5,IND,LV,10.9092781064976,3.189366514285328,0,1.81649847785593,0,0,0,-0.3657868691952899,0,0,2.8817603274947032,0,0,0,0.8245915671433323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_LV_IND,5,LV,IND,-10.809183037931877,2.6127084543113597,0,0,-0.1618598912609741,0,0,0,0,0,0,0,0,0,-4.986160667147487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_NYG_NO,5,NO,NYG,3.756921636120192,-1.893105263938196,0,6.595928728114814,0,0,0,0,0,0,0,0,0,0,0,0,0.37793479490490656,0,0,0,0,0,0,0,0,-2.2862901104963385,0.5967206038767472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_NYG_NO,5,NYG,NO,-19.721472192555666,-2.3511790733900853,0,2.698284513375256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DAL_NYJ,5,NYJ,DAL,10.22561953504218,-0.5628158466424793,-3.540639827027917,0,-6.664536400523502,0,0,0,0,0,1.4489091754658148,0,-0.9225926762446761,0,0,0,0,0,0,0,0.6154910571058281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DAL_NYJ,5,DAL,NYJ,9.81563136146552,3.4971650672960095,5.323903003358282,-0.09846078604459763,1.673402750864625,0,0,0,0,0,0,0,0,0,-0.5501736516598612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DEN_PHI,5,DEN,PHI,5.2181599142204504,-0.2906310719698668,0,1.3320001595129725,0,-1.9815598637035614,0,-0.542803741293028,0,0,-0.8211089517571963,0,-0.5294094504788518,0,0,0,0,0,0,0.045269174966961145,0,0,0,0,1.0045879853423685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DEN_PHI,5,PHI,DEN,-3.3556605648935744,4.5890318476594985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_TEN_ARI,5,ARI,TEN,-1.2485619353828952,-0.4551536529324949,-0.7133194706402719,1.2578176826355048,0,0,0,-0.4150792551226914,0,0,-3.3698591050342657,0,0,0,0,1.116580118832644,-0.2047606537817046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_TEN_ARI,5,TEN,ARI,1.6313733630866805,-3.4492037396412343,0,-0.18371945153921843,0.1816128034843132,0,0,-0.9066802074667066,0.5465347601566464,0,0.4977398425107822,0,0,0.5497730952338316,0,3.2990536419674754e-4,0,0,0,0,0,0,0,0,-0.4822529046796262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_TB_SEA,5,TB,SEA,19.262346351371697,5.221743500500452,0,0.8057378174853511,0.0620552686159499,0,0,0,0,-1.3021965726462805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_TB_SEA,5,SEA,TB,3.952311680302955,19.18486819352256,-0.27627312939148396,1.0199621101492085,0.17029543733224273,0,0,-5.438767098705284,0,0,0,0,0,0,0.28291532064661906,0,0,0,0,0,1.7709379548905417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DET_CIN,5,DET,CIN,7.321659184002783,7.467884197481908,0,1.3848536334116943,-4.060064302408136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_DET_CIN,5,CIN,DET,11.694139859039986,-12.89330238691764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_WAS_LAC,5,LAC,WAS,-5.811888674882353,-1.2916108893114142,0,-0.8715375787578523,0,0,-0.874899688991718,2.310638638213277,0,-1.5666697919368744,-0.45824576378799975,0,0,0,0,-1.6592417483916506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_WAS_LAC,5,WAS,LAC,17.183969434962698,-4.044376926089171,0,0,0,-1.2458695070818067,0,1.0738515560515225,0,0,1.5682133025256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_NE_BUF,5,NE,BUF,5.35242342254927,-0.841113861475425,-0.7534867762587965,-1.4951564944931306,2.511483149952255,0,0,0,0,0,0,0,0,0,0,-0.8546098942889504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_NE_BUF,5,BUF,NE,7.322372961906083,-1.1124354323837906,-8.496004458051175,1.2344201914966106,1.2184865025337785,-0.00966190782492049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_KC_JAX,5,JAX,KC,0,-3.382343915407546,0,-2.8265689604450017,-0.41479486296884716,0,0,14.46433226999148,-0.9325121873989701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_05_KC_JAX,5,KC,JAX,12.180956809548661,-5.739419911813457,0,4.468679249810521,0.29061464191181585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_PHI_NYG,6,PHI,NYG,-6.111549927537684,0.7251815255731344,0,1.3442667956114747,0,0,0,0,0,0,0.2704951863270253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_PHI_NYG,6,NYG,PHI,8.852620917605236,7.247095503174933,0,3.799539470055606,-0.964251065190183,0,0,0,0,0,0,0,0,0,0,0.5981666237930767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DEN_NYJ,6,DEN,NYJ,-6.3827752150223125,-0.15483314025914297,-0.0276076786685735,-0.5033315937034786,0.3665584255941212,1.3542315598867622,0,-2.8822602313011885,0,0,0,0,0.1685581199126318,0,0,0,0,0,0,0,0,0,0,0,-0.4983506620628759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DEN_NYJ,6,NYJ,DEN,-19.53292197006059,-4.647758097737096,0,0,0.8500276261474937,0,0,0,0,0,-1.4025865263538435,0,-0.31473577907308936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0702710826299153,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_LA_BAL,6,BAL,LA,0.17106775962747633,-21.478195924218177,0,-3.139401037886273,0,0,0,0,0,0,0,0,0,0,0,-3.16813388915034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_LA_BAL,6,LA,BAL,3.506115304371278,-1.3044947306625545,0,-1.9298000253620557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DAL_CAR,6,DAL,CAR,16.44033832797865,-0.9405959383002482,0.9071764688706025,0,-1.0784163419739343,0,0,-1.2481751894811168,0,0,0,0,0,0,0,0,0,0,0,0.4521580806467682,0,0,0,0,-0.7841542644309811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DAL_CAR,6,CAR,DAL,5.1723155552185744,0.34203679056372494,0,2.752910538983997,4.109322265954688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_ARI_IND,6,IND,ARI,4.501858173321089,9.412780053011375,0,-4.517643134458922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_ARI_IND,6,ARI,IND,-6.81583221874319,10.590959171880968,0,0,0,0,-1.5769863585592248,5.4346876902272925,0,0,-1.3259157332358882,0,0,2.2640737216570415,-2.937534488795791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_SEA_JAX,6,JAX,SEA,-2.6434959217440337,0.7398953277152032,0,0,0,0,0,-2.380255067413633,0,0,0,0,0,0,0,-0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_SEA_JAX,6,SEA,JAX,-6.854397862770329,13.23439743439667,-2.081743751768954,-2.239552093378734,-1.028246331778012,0,0,0,0,0,0,0,0,0,0.05781962146284059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_LAC_MIA,6,MIA,LAC,1.7258969405626077,-0.7892085747811501,1.1805936902528629,-0.7032800343004055,0.3077545042033307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_LAC_MIA,6,LAC,MIA,-3.4441805018845084,2.9195732917869464,0,5.842746607138519,0,0,0,0,0,1.3372869868762791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_CLE_PIT,6,PIT,CLE,-2.7230454002204967,4.556079060272629,-0.0860161492601037,-0.5867247218859275,3.8155738660134375,0,0,2.098831099458039,0,0,-0.9140460976050235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_CLE_PIT,6,CLE,PIT,-0.49283100540334357,-7.57452680246206,-0.3608100973069668,-1.0821303990669549,0,0,0,-2.842289963387884,0,0,0.23877700371667743,0,0,2.5731439884984866,-0.15986112981350864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_SF_TB,6,TB,SF,11.38271857353536,1.7858394897922407,0,0.9305208842270076,-0.24413799797184765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_SF_TB,6,SF,TB,-9.231301036656813,-1.1790121634257957,1.69393410399789,0,1.174380183161702,0,0,0,0,0,0,1.3678721713949926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_TEN_LV,6,TEN,LV,-12.237862342909532,-0.020065410993993282,0,1.0614092289470136,-2.2732825158163905,0,0,0,0.6475942176766694,0,0.06257778708823025,0,-1.9489020768087357,0.5936909537413158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_TEN_LV,6,LV,TEN,1.8024424985633232,-4.444441284063663,0,0,0,0,0,0,0,0,0,0,0,-1.710402540746145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_CIN_GB,6,GB,CIN,5.185339487114339,8.785834003589116,0,-0.5636994474334642,-0.6017707160208374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_CIN_GB,6,CIN,GB,6.76574276170077,0.04162244260078296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_NE_NO,6,NO,NE,-5.519486299247586,1.4619306129752658,0.37237698753597215,-0.855049348785542,0,0,0,0,0,0,0,0,0,0,0,0,1.1653354454319924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_NE_NO,6,NE,NO,15.85699412099851,-5.539211267838255,0,0.5424938756041229,-0.8247552434913814,0,0,0,0,0,0,0,0,0,0,-0.6612610940500163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DET_KC,6,DET,KC,2.4393294117762707,4.583353194990195,0,-3.7960920510813594,0,0,0,0,0,0,1.2700086500844918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_DET_KC,6,KC,DET,11.676408167824636,3.4719750482181553,0,-1.813850982056465,3.231296498561278,0,0,0,0,0,1.123317618330475,0,0,0,0,0.956179607543163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_BUF_ATL,6,ATL,BUF,-0.9492329701897688,9.828345441605332,0,-1.0677226235275157,1.7423206140520051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_BUF_ATL,6,BUF,ATL,-9.143653218547115,-2.5852628832217306,7.297673332912382,0,-1.505959814414382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025_06_CHI_WAS,6,CHI,WAS,9.074810894745989,-1.1564145064912736,0,0,0,0.12991044754131575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
